date,group name,rank,last rank,up down,total messages,Datedifference,"count of the hashtag ""#FIVE""","count of the hashtag ""#FOUR""","count of the hashtag ""#Three""","count of the hashtag ""#SceneType""",score,total titles
2025-08-17,Casey Calvert,64,64,0,1840,45,9,4,1,14,122.22446410526665,15
2025-08-17,Lea Pam,65,66,1,157,-1,7,8,0,14,120.15968266883645,6
2025-08-17,Bonnie Blue,66,67,1,219,-1,8,5,3,12,118.22274206672091,3
2025-08-17,Lena Paul,67,65,-2,2128,191,8,5,1,14,115.46393932839639,17
2025-08-17,Clea Gaultier,68,149,81,1880,0,9,1,1,11,107.89805898017782,11
2025-08-17,Angela White,69,68,-1,990,6,3,12,2,14,102.90846330876303,14
2025-08-17,Sumiko,70,69,-1,1878,7,6,6,0,9,101.7975719227895,12
2025-08-17,Nikki Zee,71,70,-1,1057,2,5,8,0,13,101.03286693239676,13
2025-08-17,Lilith - Berta Lusty - Felice Morgan,72,71,-1,826,33,7,4,0,11,100.36191419504496,11
2025-08-17,Emma Klein,73,72,-1,887,31,5,7,2,14,97.45208590108477,11
2025-08-17,Joanna Angel,74,73,-1,881,27,8,1,0,9,95.50224216914486,10
2025-08-17,Cherie Deville,75,74,-1,911,41,5,6,1,12,91.33584901449842,12
2025-08-17,Eve Sweet,76,75,-1,957,33,7,2,0,8,90.49515260025245,9
2025-08-17,Tiffany Leiddi,77,76,-1,252,33,5,5,3,11,87.7781062210824,12
2025-08-17,Andi Rose,78,77,-1,439,26,6,3,0,8,85.06675438506143,11
2025-08-17,Paige Owens,79,78,-1,1768,62,5,4,1,12,81.91213397740265,12
2025-08-17,Riley Reid,80,79,-1,667,6,6,2,1,7,81.57994418752625,5
2025-08-17,Hailey Rose,81,80,-1,952,67,4,6,1,11,81.01186744623314,12
2025-08-17,Julia Roca,82,81,-1,556,65,1,11,5,7,79.63723036464074,6
2025-08-17,Mia Malkova,83,82,-1,1004,6,5,3,3,9,78.92270252764017,11
2025-08-17,Helena Price,84,83,-1,1970,93,5,3,2,9,77.68157993817942,10
2025-08-17,poppynzach,85,84,-1,20,32,3,7,0,9,74.556206720156,1
2025-08-17,Layla Scarlet,86,85,-1,778,278,6,1,1,7,72.8672431018323,8
2025-08-17,Mia melano,87,86,-1,194,412,6,1,0,6,69.38859477763702,8
2025-08-17,annaplusone,88,87,-1,13,128,6,0,0,2,68.1988761402533,1
2025-08-17,Freya Parker,89,88,-1,1056,157,2,7,3,12,66.85182171593888,12
2025-08-17,maitland ward,90,89,-1,687,6,4,3,1,7,66.6002859287793,8
2025-08-17,Aaliyah Love,91,90,-1,1098,123,3,5,1,9,65.37273909127634,9
2025-08-17,Agatha Vega,92,91,-1,507,93,5,1,1,6,65.19358156551871,6
2025-08-17,Nicole Emma Vaunt,93,92,-1,624,41,4,3,0,6,65.04394502751714,7
2025-08-17,Charlotte Stokely,94,93,-1,431,41,5,1,0,5,64.8476472244252,6
2025-08-17,Addison Lee,95,94,-1,742,249,3,5,0,8,62.238504198237855,9
2025-08-17,Lena Coxx,96,95,-1,528,7,5,0,1,6,61.42450438820855,6
2025-08-17,Ophelia Kaan,97,96,-1,893,65,2,6,0,8,59.979988704754646,8
2025-08-17,Ana B,98,97,-1,452,124,4,2,0,4,58.70163615119378,6
2025-08-17,Marie Berger,99,98,-1,580,306,3,4,0,6,56.27204833037506,7
2025-08-17,Sharon White,100,99,-1,538,6,4,1,0,6,55.44873995644407,5
2025-08-17,Savvy Suxx,101,100,-1,479,82,3,3,1,6,55.31981480146346,7
2025-08-17,Olivia Sparkle,102,101,-1,753,86,4,1,0,5,54.542237866194256,5
2025-08-17,Chloe Duval,103,102,-1,65,110,2,5,1,7,54.50492922447326,3
2025-08-17,Jeny Smith,104,103,-1,39,271,1,7,3,2,54.21406864579507,11
2025-08-17,Vanna Bardot,105,104,-1,692,104,3,2,2,7,51.22703099841043,9
